PMID,title,journal,nodeGroup,isSpikeNode
28275193,Structure-Based Design of a Soluble Prefusion-Closed HIV-1 Env Trimer with Reduced CD4 Affinity and Improved Immunogenicity.,Journal of virology,2,0
32450106,"Safety, tolerability, and immunogenicity of a recombinant adenovirus type-5 vectored COVID-19 vaccine: a dose-escalation, open-label, non-randomised, first-in-human trial.","Lancet (London, England)",2,0
15695582,Cross-host evolution of severe acute respiratory syndrome coronavirus in palm civet and human.,Proceedings of the National Academy of Sciences of the United States of America,2,0
12958366,Isolation and characterization of viruses related to the SARS coronavirus from animals in southern China.,"Science (New York, N.Y.)",2,0
17344286,Severe acute respiratory syndrome coronavirus accessory protein 6 is a virion-associated protein and is released from 6 protein-expressing cells.,Journal of virology,2,0
32074444,SARS-CoV-2 Viral Load in Upper Respiratory Specimens of Infected Patients.,The New England journal of medicine,2,0
32998157,COVID-19 vaccine BNT162b1 elicits human antibody and T<sub>H</sub>1 T cell responses.,Nature,2,0
15161975,Structural characterization of the fusion-active complex of severe acute respiratory syndrome (SARS) coronavirus.,Proceedings of the National Academy of Sciences of the United States of America,2,0
12774078,Virus detectives seek source of SARS in China's wild animals.,Nature,2,0
16166518,Structure of SARS coronavirus spike receptor-binding domain complexed with receptor.,"Science (New York, N.Y.)",2,0
17931153,"GlaxoSmithKline Adjuvant Systems in vaccines: concepts, achievements and perspectives.",Expert review of vaccines,2,0
18258008,Duration of antibody responses after severe acute respiratory syndrome.,Emerging infectious diseases,2,0
21398392,A West Nile virus DNA vaccine utilizing a modified promoter induces neutralizing antibody in younger and older healthy adults in a phase I clinical trial.,The Journal of infectious diseases,2,0
15150417,Severe acute respiratory syndrome coronavirus (SARS-CoV) infection inhibition using spike protein heptad repeat-derived peptides.,Proceedings of the National Academy of Sciences of the United States of America,2,0
15016880,Prior infection and passive transfer of neutralizing antibody prevent replication of severe acute respiratory syndrome coronavirus in the respiratory tract of mice.,Journal of virology,2,0
32352406,Prototype pathogen approach for pandemic preparedness: world on fire.,The Journal of clinical investigation,2,1
12671062,A cluster of cases of severe acute respiratory syndrome in Hong Kong.,The New England journal of medicine,2,0
16690096,Long-lived memory T lymphocyte responses against SARS coronavirus nucleocapsid protein in SARS-recovered patients.,Virology,2,0
32065055,Potent binding of 2019 novel coronavirus spike protein by a SARS coronavirus-specific human monoclonal antibody.,Emerging microbes & infections,2,0
31995857,"Early Transmission Dynamics in Wuhan, China, of Novel Coronavirus-Infected Pneumonia.",The New England journal of medicine,2,0
1690918,Direct gene transfer into mouse muscle in vivo.,"Science (New York, N.Y.)",2,0
25589660,Generation of a transgenic mouse model of Middle East respiratory syndrome coronavirus infection and disease.,Journal of virology,2,0
17917067,Understanding respiratory syncytial virus (RSV) vaccine-enhanced disease.,Immunologic research,2,0
32085823,"Antiretroviral therapy alone versus antiretroviral therapy with a kick and kill approach, on measures of the HIV reservoir in participants with recent HIV infection (the RIVER trial): a phase 2, randomised trial.","Lancet (London, England)",2,0
20087930,The prevalence of antibodies to adenovirus serotype 5 in an adult Indian population and implications for adenovirus vector vaccines.,Journal of medical virology,2,0
26935699,Pre-fusion structure of a human coronavirus spike protein.,Nature,2,0
18981084,Cutting edge: Eosinophils do not contribute to respiratory syncytial virus vaccine-enhanced disease.,"Journal of immunology (Baltimore, Md. : 1950)",2,0
32219428,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma.,JAMA,2,0
32057769,The spike glycoprotein of the new coronavirus 2019-nCoV contains a furin-like cleavage site absent in CoV of the same clade.,Antiviral research,2,0
28008928,Cryo-electron microscopy structures of the SARS-CoV spike glycoprotein reveal a prerequisite conformational state for receptor binding.,Cell research,2,0
28111638,Rapid profiling of RSV antibody repertoires from the memory B cells of naturally infected adult donors.,Science immunology,2,0
32778354,Vaccine Efficacy Needed for a COVID-19 Coronavirus Vaccine to Prevent or Stop an Epidemic as the Sole Intervention.,American journal of preventive medicine,2,0
27626517,Efficacy of the Herpes Zoster Subunit Vaccine in Adults 70 Years of Age or Older.,The New England journal of medicine,1,0
17515829,Atypical measles and enhanced respiratory syncytial virus disease (ERD) made simple.,Pediatric research,2,0
15474494,Receptor-binding domain of SARS-CoV spike protein induces highly potent neutralizing antibodies: implication for developing subunit vaccine.,Biochemical and biophysical research communications,2,0
29073020,Tectonic conformational changes of a coronavirus spike glycoprotein promote membrane fusion.,Proceedings of the National Academy of Sciences of the United States of America,2,0
15731223,Amino acids 1055 to 1192 in the S2 region of severe acute respiratory syndrome coronavirus S protein induce neutralizing antibodies: implications for the development of vaccines and antiviral agents.,Journal of virology,2,0
25027661,A cationic nanoemulsion for the delivery of next-generation RNA vaccines.,Molecular therapy : the journal of the American Society of Gene Therapy,2,0
17537853,Interferon-mediated immunopathological events are associated with atypical innate and adaptive immune responses in patients with severe acute respiratory syndrome.,Journal of virology,2,0
27025838,A Perfect Storm: Impact of Genomic Variation and Serial Vaccination on Low Influenza Vaccine Effectiveness During the 2014-2015 Season.,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2,0
28393837,Cryo-EM structures of MERS-CoV and SARS-CoV spike glycoproteins reveal the dynamic receptor binding domains.,Nature communications,2,0
32577525,A single dose of ChAdOx1 MERS provides protective immunity in rhesus macaques.,Science advances,2,0
31978945,"A Novel Coronavirus from Patients with Pneumonia in China, 2019.",The New England journal of medicine,2,0
17222058,A mouse-adapted SARS-coronavirus causes disease and mortality in BALB/c mice.,PLoS pathogens,2,0
16322745,Immunopathogenesis of coronavirus infections: implications for SARS.,Nature reviews. Immunology,2,0
19879222,Comparative immunogenicity of recombinant influenza hemagglutinin (rHA) and trivalent inactivated vaccine (TIV) among persons &gt; or =65 years old.,Vaccine,2,0
1546298,Reversal of diabetes insipidus in Brattleboro rats: intrahypothalamic injection of vasopressin mRNA.,"Science (New York, N.Y.)",2,0
29348656,Quantifying the Risk and Cost of Active Monitoring for Infectious Diseases.,Scientific reports,2,0
11711632,Differential histopathology and chemokine gene expression in lung tissues following respiratory syncytial virus (RSV) challenge of formalin-inactivated RSV- or BBG2Na-immunized mice.,Journal of virology,2,0
32574299,"COVID-19: Emergence, Spread, Possible Treatments, and Global Burden.",Frontiers in public health,2,0
14605137,Quantifying adenovirus-neutralizing antibodies by luciferase transgene detection: addressing preexisting immunity to vaccine and gene therapy vectors.,Journal of clinical microbiology,2,0
21703402,Excessive neutrophils and neutrophil extracellular traps contribute to acute lung injury of influenza pneumonitis.,The American journal of pathology,2,0
8901605,Genetic mapping of a murine locus controlling development of T helper 1/T helper 2 type responses.,Proceedings of the National Academy of Sciences of the United States of America,2,0
6234369,Hepatitis-B vaccination in the elderly.,The Journal of infectious diseases,2,0
15264254,UCSF Chimera--a visualization system for exploratory research and analysis.,Journal of computational chemistry,2,0
26650692,Innate immune system activation by viral RNA: How to predict it?,Virology,2,0
19321428,Activation of the SARS coronavirus spike protein via sequential proteolytic cleavage at two distinct sites.,Proceedings of the National Academy of Sciences of the United States of America,2,0
31828291,"Comparative Immunogenicity of Several Enhanced Influenza Vaccine Options for Older Adults: A Randomized, Controlled Trial.",Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,1,0
16476986,Comparative evaluation of two severe acute respiratory syndrome (SARS) vaccine candidates in mice challenged with SARS coronavirus.,The Journal of general virology,2,0
22426327,"Safety and immunogenicity of a novel human Enterovirus 71 (EV71) vaccine: a randomized, placebo-controlled, double-blind, Phase I clinical trial.",Vaccine,2,0
8627759,Respiratory synctial virus infection in BALB/c mice previously immunized with formalin-inactivated virus induces enhanced pulmonary inflammatory response with a predominant Th2-like cytokine pattern.,Journal of virology,2,0
32150748,The Incubation Period of Coronavirus Disease 2019 (COVID-19) From Publicly Reported Confirmed Cases: Estimation and Application.,Annals of internal medicine,1,0
16796401,Human monoclonal antibody combination against SARS coronavirus: synergy and coverage of escape mutants.,PLoS medicine,2,0
32243722,Lessons unfolding from pediatric cases of COVID-19 disease caused by SARS-CoV-2 infection.,Pediatric pulmonology,2,0
20406307,Effect of mucosal and systemic immunization with virus-like particles of severe acute respiratory syndrome coronavirus in mice.,Immunology,2,0
30216647,Seasonal influenza immunisation: Strategies for older adults.,International journal of clinical practice,2,0
22808149,A novel chimpanzee adenovirus vector with low human seroprevalence: improved systems for vector derivation and comparative immunogenicity.,PloS one,2,0
32991794,Safety and Immunogenicity of SARS-CoV-2 mRNA-1273 Vaccine in Older Adults.,The New England journal of medicine,1,0
15233739,Cancer immunotherapy with mRNA-transfected dendritic cells.,Immunological reviews,2,0
16195424,Bats are natural reservoirs of SARS-like coronaviruses.,"Science (New York, N.Y.)",2,0
30712865,Unexpected Receptor Functional Mimicry Elucidates Activation of Coronavirus Fusion.,Cell,2,0
12925421,"Investigation of a nosocomial outbreak of severe acute respiratory syndrome (SARS) in Toronto, Canada.",CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne,2,0
26802140,Long-term Protection After Hepatitis B Vaccine.,The Journal of infectious diseases,2,0
25742465,Emergency postexposure vaccination with vesicular stomatitis virus-vectored Ebola vaccine after needlestick.,JAMA,2,0
16214268,A double-inactivated whole virus candidate SARS coronavirus vaccine stimulates neutralising and protective antibody responses.,Vaccine,2,0
32091533,Characteristics of and Important Lessons From the Coronavirus Disease 2019 (COVID-19) Outbreak in China: Summary of a Report of 72 314 Cases From the Chinese Center for Disease Control and Prevention.,JAMA,2,0
